EventTemplate,Occurrences
<*> action = android.intent.action.SCREEN_ON ,2
getCurRoamingState ,2
onEntryUpdated:<*>|com.android.browser|<*>|null|<*> ,5
<*> <*> <*> <*> when=<*> what=<*> <*> <*> <*> <*> ,1
c id:<*> ,1
proxyBroadcast:[com.tencent.mm] proxy:false ,3
updateLight --> mIsNotificationExisting: false ledOnMS: <*> ledOffMS :<*> ,5
action:com.android.huawei.broadcast.HwRepairHelper, mPermissionType:<*> ,3
<*> <*> <*> <*> <*> *, int, int, <*> <*> <*> <*> = <*> ,2
[PullNotificationBase.onPollNotification]Start ,1
<*> <*> <*> <*> <*> <*> <*> pid=<*> ,3
<*> type is null or <*> <*> <*> <*> <*> <*> ,2
BSS: last_scan_res_used=<*>/<*> ,4
[UploadReceiver.onReceive] preNetStatus=-<*> ,1
Calling a method in the system process without a qualified user: android.app.ContextImpl.sendBroadcast:<*> <*> <*> <*> <*> ,1
ready=true,policy=<*>,wakefulness=<*>,wksummary=0x1,uasummary=0x2,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=true,manual=<*>,auto=<*>,adj=<*>.0userId=<*> ,4
back light level before map = <*> ,44
<*> freq=<*> qual=<*> noise=<*>~ level=<*> <*> flags=0xb age=<*> est=<*> ,2
collectReceiverComponents, callerApp: <*> <*> intent:null, receiver size:<*>, flags: <*> ,1
adev_set_parameters: exit with code(<*>) ,3
current cell id is not monitor ..... cellid = <*> ,9
<*> <*> <*> <*> <*> <*> <*> <*> <*> line <*> <*> ,4
getSleepData false ,1
<*> <*> <*> <*> <*> <*> int, int, <*> <*> <*> <*> <*> ,1
handleOverSize() ,1
Pid:<*> deleteTrackName(<*>) ,5
<*> off notificationLight ,4
<*> took <*> ms ,7
<*> <*> <*> <*> <*> <*> <*> <*> uid <*> <*> display <*> ,1
ActivityThread,attachApplication ,17
uploadLocationAction:actionType:0actionMsg:PROVIDER:all,PN:com.sankuai.meituan,HC:9e2a79f ,1
Launcher.LauncherProvider launcher call - <*> <*> <*> <*> <*> pid =<*> ,5
<<*>-<*>-<*> <*>:<*>:<*>> [NOTICE] SDK: UE-SeC <*>-<*>-<*> <*>:<*>:<*>:<*> Level[NOTICE] magic[<*> <*>]:Send <*> <*> <*> <*> <*> <*> <*> <*> ,6
DisplayPowerController updatePowerState mPendingRequestLocked=policy=BRIGHT, <*> useProximitySensorbyPhone=true, screenBrightness=<*>, screenAutoBrightnessAdjustment=<*>.<*>, brightnessSetByUser=true, useAutoBrightness=true, blockScreenOn=false, lowPowerMode=false, boostScreenBrightness=false, dozeScreenBrightness=<*>, dozeScreenState=UNKNOWN, useTwilight=false, useSmartBacklight=true, <*> <*> screenAutoBrightness=<*>, userId=<*> ,1
mActiveIface: null ,7
at android.app.ActivityThread$H.handleMessage(ActivityThread.java:<*>) ,1
at com.android.phone.PhoneInterfaceManager.enforceFineOrCoarseLocationPermission(PhoneInterfaceManager.java:<*>) ,1
Watch Thread{<*>} WatchThread.onLoop(WatchThread.java:<*>) watch thread onLoop...--》 iWatched.doWatch() ,45
<*> <*> XmlMsg.encodeBuf(XmlMsg.java:<*>) SEND <*> bytes <*> <*> ,3
<*> HAL <*> mode to <*> ,1
RCV <- {<*> IfaceClass <*> <*> <*>} ,1
<*> <*> <*> <*> is <*> ,9
CommonWebViewActivity_resume_tokennull ,1
APS: 2DSDR: <*> <*> SDR ratio <*> <*> <*> <*> <*> <*> <*> = <*>, height = <*> ,3
<*> <*> <*> *, void *, int, int, int) <*> ,5
<*> <*> <*> pid: <*>, uid: <*>, <*> <*> <*> <*> <*> <*> <*> ,1
<*>|standStepCounter report <*> steps,write fe ,3
<*> <*> <*>, uid: <*>, pid: <*> ,7
<*> <*> <*> <*> <*> <*> <*> <*> ,412
<*> <*> <*> uid: <*>, <*> <*> ,1
nspFileMd58ee110d7c4c3f42a328f6090d6665b6f ,1
<<*>-<*>-<*> <*>:<*>:<*>> [NOTICE] SDK: UE-SeC <*>-<*>-<*> <*>:<*>:<*>:<*> Level[NOTICE] magic[<*> <*>]:FileSec: <*> <*> <*> id = <*> ,5
PFW.HwPFWAppRestartPolicy:receive action = android.intent.action.SCREEN_ON ,1
<*> <*> <*> due to <*> <*> <*> ,8
transitionTo:mode=<*>, isEmuiStyle=false ,48
<*>-<*>-<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> ,1
FingerprintDaemonProxyEx::setLivenessSwitch ,2
PowerManagerNotifier onWakefulnessChangeStarted: wakefulness=<*>, reason=<*>, <*> <*> <*> ,4
ret: <*> ,5
isCardAbsent slot:<*> slotState:<*> ,156
<*> <*> <*> IEs - hexdump(len=<*>): <*> <*> <*> <*> <*> <*> <*> ,1
updateClipping isOverlap:true ,46
C onScreenOff ,3
<*> <*> <*> <*> = false, <*> = false, <*> <*> <*> <*> <*> <*> <*> = false ,1
Beacon IEs - hexdump(len=<*>): <*> 0f <*> <*> <*> <*> <*> <*> 2d <*> 6d <*> 6c 6f <*> <*> <*> <*> <*> <*> <*> 0b <*> 0c <*> <*> <*> <*> <*> 0d <*> <*> ... ,1
[getprop, ro.product.cpu.abi] ,1
ImsSenderRxr : isValid = true type = <*> status = <*> userdata = null[SUB0] ,1
ClientMonitor destroy ,1
<*> <*> <*> <*> = false <*> = <*> <*> <*> <*> <*> = false ,1
POSITION_COLLECTOR schedule ,2
<*> <*> user=UserHandle{<*>} id=<*> tag=null <*> Notification(pri=<*> contentView=null vibrate=null sound=null defaults=0x0 <*> <*> <*> vis=PRIVATE)) important=<*>, post=<*>, when=<*>, vis=<*>, userid=<*> ,1
Error reading charge file ,114
------------startInput-------------- ,29
RCV <- {<*> <*> <*> <*> <*> ,30
action:android.search.action.SEARCHABLES_CHANGED, mPermissionType:<*> ,1
<*> <*> <*> rebatching ,3
<*> connected=true,enabled=true,level=<*>,inetCondition=<*>,iconGroup=IconGroup(4GPLUS),activityIn=false,activityOut=false,rssi=<*>,lastModified=<*>-<*> <*> ,1
qLpt8blgG/z37GQqKu/9CXiCaMxJ/3gFCM7BAQZsb2Q/Nyhm4dS7XVqXvQoDK2rjfBHxS+tJ6wOS ,1
<*>|upDateHealthNotification()|<*>|<*>|<*> ,2
<*> <*> <*> <*> to <*> ,1
<<*>-<*>-<*> <*>:<*>:<*>> [ERR] SDK: UE-SeC <*>-<*>-<*> <*>:<*>:<*>:<*> Level[ERR] magic[<*> <*>]:KeySpace : getkey <*> not null ,3
初始化 ,2
<*> <*> <*> stream <*>, <*> <*> <*> <*> <*> <*> <*> <*> ,5
<*> app record <*> <*> ,4
isSystemBootComplete =true ,6
PreferenceHelper:lastAlarmTime: <*> ,1
action:com.huawei.android.action.WEATHER_CHANGE, mPermissionType:<*> ,5
<*> Process <*> <*> <*> <*> euid: <*> ,1
<*> Control interface command <*> ,1
EventHub monitor: no key events in the past <*> <*> <*> events in the past <*> ,7
<*> <*> <*> <*> <*> ms ,1
restoreBackgroundColor:new=<*>, old=<*> ,10
Calling fingersense_on_pause() ,3
disable: <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> ,5
obtain, mHwFlags=<*> ,77
stepLightIdleStateLocked: mLightState=<*> ,5
<<*>-<*>-<*> <*>:<*>:<*>> [ERR] SDK: UE-SeC <*>-<*>-<*> <*>:<*>:<*>:<*> Level[ERR] magic[<*> <*>]:libcSeekFile => fseek[<*>]:[<*>][<*>][EA60465C] ,3
fingersense_classify_touch() finished ,133
InputDispatcher::monitor frozen check! ,16
<*> <*> <*> <*> to true ,2
at com.huawei.logupload.state.StateMachine$SmHandler.processMsg(StateMachine.java:<*>) ,1
cancelNotificationLocked,remove =com.tencent.mm ,3
CubicBezierInterpolator mControlPoint1x = <*>.<*>, mControlPoint1y = <*>.<*>, mControlPoint2x = <*>.<*>, mControlPoint2y = <*>.<*> ,67
[qiyi_LOG_INFO DownloadEpisodeAdapter] loadImage ,7
Alarm triggering (type <*> or <*>): <*> type <*> when <*> <*> <*> type <*> when <*> android}] ,1
<*> <*> <*> <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*> ,1
<*> <*> <*> <*> manager service. ,1
mKeyguardDelegate.ShowListener.onDrawn. ,3
int android::IppAlgoSmartAE::doSmartAEAlgo(unsigned char *, void *, int, int, <*> ,7
<<*>-<*>-<*> <*>:<*>:<*>> [NOTICE] SDK: UE-SeC <*>-<*>-<*> <*>:<*>:<*>:<*> Level[NOTICE] magic[<*> <*>]:FSM_Tool_Tree_Enc_Path <*> <*> <*> <*> ok ,2
<*> <*> <*> <*> ms ,2
[CheckFaultTreeVersionTask.doInBackground.httpCallback]onSuccess! ,1
CityActivity_destroy_android.os.BinderProxy@9dd2b1c ,1
bssid=c8:3a:<*>:3a:<*>:<*>;freq=<*>;level=<*>;flags=<*>;ssid=鸿运住宿一楼; ,1
<*> read from <*> <*> <*> <*> = <*> ,1
"workday":[<*>,<*>,<*>,<*>,<*>,<*>], ,2
WatchThread{<*>} TcpSocket.close(TcpSocket.java:<*>) shutdown output: java.net.SocketException: Socket is not <*> ,1
<*> <*> <*> <*> <*> U=<*> StackId=<*> <*> <*> <*> ,1
onReceive: action = <*> ,8
<<*>-<*>-<*> <*>:<*>:<*>> [NOTICE] SDK: UE-SeC <*>-<*>-<*> <*>:<*>:<*>:<*> Level[NOTICE] magic[<*> <*>]:FSM_Tool_TreatFolderEncEx => <*> <*> <*> ,4
Background partial concurrent mark sweep GC freed <*> AllocSpace objects, <*> LOS objects, <*>% free, <*> <*> <*> <*> <*> ,2
mManualbrightnessOut=<*>,mManualMode=false ,2
RCV unsolicited event from native daemon, event = <*> <*> <*> <*> <*> ,8
updateBarBgColor:emuiStyle=<*>,statusBarColor=#FFFCFCFC,navigationBarColor=#FFFCFCFC, isEmuiLight=<*> ,1
cancelNotificationWithTag pid <*>,uid = <*>,tag = null,pkg <*> <*> ,8
[LogSendProgressReceiver.onReceive]Start! ,4
ready=false,policy=<*>,wakefulness=<*>,wksummary=0x10,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=true,manual=<*>,auto=<*>,adj=<*>.0userId=<*> ,5
<*> <*> = <*>, <*> = <*>, <*> <*> <*> = <*> ,1
<*> <*> <*> = <*> <*> = <*> <*> = <*> ,9
<*> <*> <*> <*> = false, <*> <*> <*> <*> = <*>, <*> = <*>, delta = <*>, mScrnOffAccTime = <*>, mScrnOnAccTime = <*> ,1
at com.huawei.keyguard.support.magazine.MagazineWallpaper$BgPicLoader$<*>.run(MagazineWallpaper.java:<*>) ,4
disable: < expand <*> <*> <*> <*> <*> <*> clock navigationbar <*> quick_settings <*> ,1
APS: 2DSDR: <*> SDR ratio = <*>.<*>, <*> height = <*>, <*> <*> height = <*> ,6
<*> <*> pid: <*> is depended by pid: <*> ,2
load icon id : <*> pkgName : com.baidu.input_huawei ,1
<*> <*> = null <*> = <*> ,1
<*> <*> <*> <*> <*> <*> app:id/msim_status_bar_operators_card_one_id} ,3
PowerHandler msg.what:<*> ,3
DynamicUpdater call updateFolder ,8
Cancelling event due to no window focus: KeyEvent { action=ACTION_UP, keyCode=KEYCODE_BACK, scanCode=<*>, metaState=<*>, flags=0x68, hwFlags=0x3, repeatCount=<*>, eventTime=<*>, downTime=<*>, deviceId=<*>, source=0x101 } ,1
handleShow ,3
Beacon IEs - hexdump(len=<*>): <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 0c <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> ... ,2
<*> <*> - hexdump(len=<*>): <*> <*> <*> <*> <*> <*> 2d <*> 6d <*> 6c 6f <*> <*> <*> ,1
at com.huawei.ecs.mip.proxy.TcpSocket.connect(TcpSocket.java:<*>) ,3
<*> <*> <*> = <*>, <*> = false, <*> = <*>, <*> = false ,1
<*> <*> = <*>, <*> <*> <*> <*> <*> <*> ,1
SystemManagerApplication:onCreate ,1
DisplayPowerController updatePowerState <*> useProximitySensor=false, useProximitySensorbyPhone=true, screenBrightness=<*>, screenAutoBrightnessAdjustment=<*>.<*>, brightnessSetByUser=true, useAutoBrightness=true, blockScreenOn=false, lowPowerMode=false, boostScreenBrightness=false, dozeScreenBrightness=<*>, dozeScreenState=UNKNOWN, useTwilight=false, useSmartBacklight=true, brightnessWaitMode=false, brightnessWaitRet=true, screenAutoBrightness=<*>, userId=<*> ,2
<<*>-<*>-<*> <*>:<*>:<*>> [ERR] SDK: UE-SeC <*>-<*>-<*> <*>:<*>:<*>:<*> Level[ERR] magic[<*> <*> <*> <*> <*> <*> <*> ,8
sending alarm <*> type <*> when <*> android},repeatInterval = <*>,listenerTag =time_tick ,11
action:android.net.wifi.CONFIGURED_NETWORKS_CHANGE, mPermissionType:<*> ,1
onEntryUpdated:<*>|com.sankuai.meituan|<*>|null|<*> ,1
<*> <*> user=UserHandle{<*>} id=<*> tag=null <*> Notification(pri=<*> contentView=null vibrate=null sound=null defaults=0x0 flags=0x62 color=0x00000000 vis=PRIVATE)) ,1
<*> = false, <*> = false, <*> = true, <*> = true, <*> = true, <*> = true, <*> = false ,1
Apply window <*> <*> ,9
<*> <*> <*> <*> z_offset=<*>.<*> ,4
======onPolling end===== ,1
<*> <*> pluggedType: <*> ,6
<*> device policy manager service. ,3
<*> <*> <*> <*> <*> --> <*> ,7
Setting HAL auto-suspend mode to false ,2
<*> <*> is null <*> <*> <*> <*> <*> <*> <*> ,1
SearchActivity_restart_android.os.BinderProxy@d090c7e ,1
<*> <*> <*> <*> <*> <*> is <*> <*> ,1
WifiMonitor:wlan0 cnt=<*> dispatchEvent: <*> <*> <*> <*> ,1
action:wifi_scan_available, mPermissionType:<*> ,1
PstnIncomingCallNotifier: handleNewRingingConnection ,1
mIntentReceiver-ACTION_SCREEN_ON ,4
onBindView linkPlus = true, detailedState = null, noInternet = false, noHandover = false, reason = <*>, <*> ,2
onEntryAdded:<*>|com.huawei.health|<*>|null|<*>, group=<*>|com.huawei.health|<*>|null|<*> ,73
Calling a method in the system process without a qualified user: <*> <*> <*> <*> <*> ,16
<*> flg=0x0, <*> <*> ws=null, uid=<*>, pid=<*> ,1
int android::IppAlgoSmartAE::doSmartAEAlgo(unsigned char *, void *, int, int, int) <*> <*> <*> <*> ,4
<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> = <*>, <*> = <*> ,6
<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> = <*> ,14
gkeeHWIFLqFW3iw87TlL78sm5VELz2dUUE3MjaUFFHS7dYo1MKiJ8DMGvwmVabriNk3xoYQF6old ,1
obtain, mHwFlags=-<*> ,12
<*> <*> <*> <*>-<*>-<*> <*>:<*>:<*> <*> <*> <*>-<*>-<*> <*>:<*>:<*> ,2
Canceling vibration. ,3
<<*>-<*>-<*> <*>:<*>:<*>> [NOTICE] SDK: UE-SeC <*>-<*>-<*> <*>:<*>:<*>:<*> Level[NOTICE] magic[<*> <*> <*> <*> <*> <*> type is <*> ,2
Split enqueueing broadcast [callerApp]:ProcessRecord{34bf34f <*>:system/<*>} ,61
List [] ,3
<*> output <*>, stream <*>, <*> <*> ,5
c: true, w: <*> t: false, l: false ,6
<*> <*> = true <*> = false ,1
<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> pid: <*> ,13
sending:{"handlerName":"getRegisteredJsHandler","callbackId":"java_cb_<*>","data":null} ,275
summary = null ,2
onProposedRotationChanged, rotation=<*> ,20
action:android.intent.action.SERVICE_STATE, mPermissionType:<*> ,1
<<*>-<*>-<*> <*>:<*>:<*>> [ERR] SDK: UE-SeC <*>-<*>-<*> <*>:<*>:<*>:<*> <*> <*> <*> <*> <*> <*> <*> ,1
QOS_level:<*>(<*>),use RTTLvl:<*>;RATLvl:<*> ,14
[ReceiverUtils.disposeLogUploadProgress] ,1
cancelNotificationLocked:<*>|com.tencent.mm|<*>|null|<*> ,2
Skipping, home stack task: TaskRecord{37babfb #<*> A=com.huawei.android.launcher U=<*> StackId=<*> sz=<*>} ,5
BadgeContentObserver getBadgeNumber: <*> mComponentName :ComponentInfo{com.tencent.mm/com.tencent.mm.ui.LauncherUI} ,10
load icon id : <*> <*> <*> <*> ,2
<*> <*> = <*> , <*> = <*> , <*> <*> = <*> <*> ,1
|CORE| CNE received unexpected action: android.intent.action.BATTERY_CHANGED ,6
APS: 2DSDR: <*> <*> <*> <*> SDR ratio ,3
<*> <*> <*> <*> <*> <*> [<*>, <*>, <*>, <*>, <*>, <*>, <*>, <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> ,2
mIsEffect:true ,1
get AllImpl object = com.android.server.wifi.HwWifiServiceFactoryImpl@c<*> ,25
Provider.call: getPrefString ,14
handleKeyguardDoneDrawing ,1
ACDB -> <*> <*> <*> <*> <*> <*> <*> ,2
readRilMessage: Buffer = [B@204bb9f HexData = <*> ,6
Application com.tencent.mm is im app and connected ok, delay to H! ,3
bssid=c8:3a:<*>:4b:c9:<*>;freq=<*>;level=<*>;flags=<*>;ssid=Tenda_4BC990; ,2
ProximitySensor, enable, <*>: mEnabled=<*> ,1
to: connected=true,enabled=true,level=<*>,inetCondition=<*>,iconGroup=IconGroup(4GPLUS),activityIn=true,activityOut=true,rssi=<*>,lastModified=<*>-<*> <*>:<*>:<*>,isRoaming=false,dataSim=true,networkName=中国移动,networkNameData=中国移动,dataConnected=true,isDefault=true,isEmergency=false,airplaneMode=false,carrierNetworkChangeMode=false,userSetup=true ,1
ready=true,policy=<*>,wakefulness=<*>,wksummary=0x23,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=true,manual=<*>,auto=<*>,adj=<*>.0userId=<*> ,5
at com.dianping.nvnetwork.o.a(NVGlobalConfig.java:<*>) ,2
at com.huawei.ecs.mip.proxy.TcpClientThread.connectSocket(TcpClientThread.java:<*>) ,4
java.lang.InterruptedException ,1
action:com.tencent.mm.ui.ACTION_ACTIVE, mPermissionType:<*> ,17
getCurrentCellid type is PHONE_TYPE_GSM ,4
<*> <*> V.ED..... ......ID <*>,<*>-<*>,<*> <*> <*> ,9
ClassLoader referenced <*> <*> <*> ,1
<*> <*> <*> Intent { <*> <*> <*> <*> <*> <*> <*> <*> <*> due to <*> <*> <*> <*> <*> <*> <*> <*> ,2
at com.android.internal.os.ZygoteInit$MethodAndArgsCaller.run(ZygoteInit.java:<*>) ,7
total/<*>/<*>,android.uid.system:<*>/<*>/<*>,unknown:<*>/<*>/<*> ,1
Invalid profile no. <*>, total profiles <*> only ,68
[DaemonReceiver] onReceive ,1
Client requesting input be <*> <*> ,3
<*> <*> <*> <*> <*> * <*> <*> do not <*> ,1
<*> <*> <*> <*> <*> size is <*> <*> ,5
<*> <*> <*> <*> : false <*> : false <*> <*> <*> <*> <*> <*> ,3
ACDB -> <*> <*> <*> ,3
[SdcardManager.isMounted]Path:/storage/emulated/<*> ,27
<*> <*> <<< ERROR(<*>) >>> <*> <*> <*> <*> <*> ,1
CtrlSocket Receiver,disable: <*> <*> <*> <*> <*> <*> <*> <*> <*> ,4
<*> is not <*> <*> <*> <*> ,1
SimCardManager:onReceive()-- mNameServSlot<*> ,4
<*> <*> <*> <*> <*> <*> = false ,1
<*> <*> <*> <*> <*> <*> <*> <*> is <*> <*> <*> ,1
getCSubChrVolteStatisticCategory enter. ,3
<*> <*> = <*>.<*>, <*> = <*>.<*>, <*> = <*>.<*>, <*> = <*>.<*> ,3
mLogUploadInfo.getLogDetailInfo():[{},{},{}] ,1
closeQs ,6
fingersense_on_resume() finished ,5
write <*> failed ,3
WPS: attr type=0x1042 len=<*> ,18
[main-<*>]/checkVersionPackageType/(hwouc/HwOucUtility.java:<*>) ,2
E/Calling gnss_sv_status_cb ,1
cancel alarm. ,6
ImsSenderRxr : <*> <*> <*> ,7
<*> <*> <*> <*> <*> <*> actionButton=<*>, id[<*>]=<*>, x[<*>]=<*>.<*>, y[<*>]=<*>.<*>, toolType[<*>]=TOOL_TYPE_FINGER, buttonState=<*>, metaState=<*>, flags=0x0, edgeFlags=0x0, pointerCount=<*>, historySize=<*>, eventTime=<*>, downTime=<*>, deviceId=<*>, source=0x1002 } ,4
bright trace:<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*> ,3
[SmsProvider.update]修改短信数据 ,1
Change in state from: connected=true,enabled=true,level=<*>,inetCondition=<*>,iconGroup=IconGroup(4G),activityIn=false,activityOut=false,rssi=<*>,lastModified=<*>-<*> <*> ,1
<*>|logicalDealBroadcastEvent : Intent { <*> <*> (has extras) } ,3
updateLightsLocked --> <*> <*> <*> <*> ,1
[main-<*>]Network available(hwouc/DownloadReceiver.java:<*>) ,3
Create obj success use class android.app.HwCustNotificationImpl ,243
<*> uid = <*> <*> = <*> ,4
DisplayPowerStatesetColorFadeLevel: level=<*>.0967255E-<*> ,5
t=<*>,BT=<*>,DT=<*>,BT1=<*>,DT1=<*>,Bn=false,Dn=false,lx=[<*>.<*>/<*>, <*>.<*>/<*>, <*>.<*>/<*>, <*>.<*>/<*>, <*>.<*>/<*>, <*>.<*>/<*>],mLx=<*>.<*>,s=<*>.<*>,ss=<*>.<*>,AuIntervened=false,mProximityState=false,bLux=<*>.<*>,dLux=<*>.<*>,bLux1=<*>.<*>,dLux1=<*>.<*> ,155
enter ~MakeupLibLoader() ,1
<*> <*> V.ED..... ........ <*>,<*>-<*>,<*> #7f1401be app:id/battery_outside_percent} ,2
<*> <*> = true, <*> <*> <*> <*> = false, <*> = false, reason = <*>, <*> ,5
resetStateLocked ,1
notifyDatasetChanged ,2
read from oem info: <*> <*> z_offset=<*>.<*> ,1
android.content.pm.PackageManager$NameNotFoundException: com.sankuai.meituan ,1
<*> <*> <*> <*> <*> = <*>, <*> = <*>, <*> = <*> ,1
<*> <*> <*> pid:<*> uid:<*> ,7
<<*>-<*>-<*> <*>:<*>:<*>> [NOTICE] SDK: UE-SeC <*>-<*>-<*> <*>:<*>:<*>:<*> Level[NOTICE] magic[<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> ,4
Calling a method in the system process without a <*> <*> <*> <*> <*> <*> <*> ,5
<*> to device policy manager service. ,1
Create obj success use class com.android.settings.deviceinfo.HwCustStatusImpl ,24
onEntryUpdated:<*>|com.tencent.mm|<*>|null|<*> ,3
Destroying TransactionService ,2
<<*>-<*>-<*> <*>:<*>:<*>> [NOTICE] SDK: UE-SeC <*>-<*>-<*> <*>:<*>:<*>:<*> Level[NOTICE] magic[<*> <*>]:Send <*> <*> <*> <*> <*> ,3
<*> onDataActivity: direction=<*> ,4
<*> <*> <*> <*> <*> <*> euid: <*> ,13
<*> <*> <*> of type <*> <*> <*> <*> <*> <*> ,6
<*> temp_new :<*> temp_old :<*> ,11
receive:android.net.wifi.STATE_CHANGE ,8
RefreshBatteryInfo isBatteryLow: <*> ,14
setBackgroundColor:new=<*>, old=-<*> ,2
RCV <- {<*> <*> <*> <*> <*> <*> <*> <*> <*> ,1
DefaultState what=<*> ,24
WifiMonitor:wlan0 <*> <*> <*> <*> <*> <*> <*> ,1
updateLightsLocked,mInCall <*> = true,ledNotification == null?true ,3
<*> <*> id=<*> notification=Notification(pri=<*> contentView=null vibrate=null sound=null <*> defaults=0x0 flags=0x2 color=0x00000000 <*> <*> <*> ,2
Change in state from: connected=true,enabled=true,level=<*>,inetCondition=<*>,iconGroup=IconGroup(4G),activityIn=true,activityOut=true,rssi=<*>,lastModified=<*>-<*> <*> ,2
<*> <*> <*> delay to <*> ,4
<<*>-<*>-<*> <*>:<*>:<*>> [NOTICE] SDK: UE-SeC <*>-<*>-<*> <*>:<*>:<*>:<*> Level[NOTICE] magic[<*> <*>]:Set local private IP is:[<*>.<*>.<*>.<*>] ,5
QOS_level:<*>(<*>),DataDisable;use level-<*> ,5
Broadcasting intent ACTION_RAC_CHANGED ,44
at android.content.ContentResolver.query(ContentResolver.java:<*>) ,1
Launcher.Folder childCount: <*> ,25
action:android.os.action.POWER_SAVE_TEMP_WHITELIST_CHANGED, mPermissionType:<*> ,1
dispatch ordered <*> <*> <*> <*> <*> <*> <*> receivers ,1
ImsSenderRxr : <*> data: [<*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>][SUB0] ,1
. ,4
<*> <*> <*> <*> <*> <*> - hexdump(len=<*>): <*> <*> <*> <*> <*> 0f <*> <*> <*> <*> <*> 0f <*> <*> <*> <*> <*> 0f <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> ,1
statusLineopenresty ,1
</head> ,1
I/===> int <*> <*> <*> <*> line <*> ,1
SND -> <*> <*> <*> ,1
<*> <*> <*> = <*>, <*> <*> <*> ,1
<*> <*> <*> policy manager service. ,2
report state:<*> event type:<*> <*> <*> <*> <*> pid: <*> ,4
Destroying surface <*> called by com.android.server.wm.WindowStateAnimator.destroySurface:<*> com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:<*> <*> <*> <*> <*> <*> <*> ,7
<*> <*> rt=<*>/<*> <*> <*> ,57
<*> count: <*> ,2
HDebug print <*> <*> <*> ,4
cancelNotificationLocked:<*>|com.android.incallui|<*>|null|<*> ,3
Releasing suspend blocker "PowerManagerService.Display". ,2
batch:sensor(android.sensor.accelerometer) sample_rate=<*>.000000Hz report_rate_f=<*>.000000Hz curr sample rate:<*>.<*> cur rpt rate:<*> max:<*>.<*> min:<*>.<*> ,1
gettimer:interval=<*> ,20
Releasing suspend blocker <*> ,3
at android.database.sqlite.SQLiteDatabase.openInner(SQLiteDatabase.java:<*>) ,4
Alarm triggering (type <*> or <*>): <*> type <*> when <*> <*> ,3
acquire lock=<*>, flags=0x1, <*> <*> <*> ws=null, uid=<*>, pid=<*> ,3
[StoreProgressUtils.startUploadPollingTask] ,1
<*> <*> <*> <*> <*> is null ,2
<*> <*> <*> <*> <*> <*> <*> <*> <*> is null or <*> <*> <*> <*> <*> <*> <*> is null or <*> <*> <*> <*> <*> <*> <*> ,5
<*> <*> = <*> <*> <*> <*> <*> <*> <*> is <*> ,2
<*> <*> <*> <*>.<*>/<*>, <*>.<*>/<*>, <*>.<*>/<*>, <*>.<*>/<*>, <*>.<*>/<*>, <*>.<*>/<*>, <*> <*> <*> ,1
<*> TcpSocket.close(TcpSocket.java:<*>) shutdown input: java.net.SocketException: Socket is not <*> ,1
<*> <*> <*> <*> <*> win Window{e6a6b5e u0 com.android.incallui/com.android.incallui.InCallActivity} ,3
<<*>-<*>-<*> <*>:<*>:<*>> [NOTICE] SDK: UE-SeC <*>-<*>-<*> <*>:<*>:<*>:<*> Level[NOTICE] magic[<*> <*> <*> mode to <*> ,7
scheduleAlarmLocked(<*>, false) ,10
ImsServiceSub : <*> <*> <*> <*> <*> = <*> ,3
[CheckNewVersionThread-<*>]isMtkGeminiSupport false(hwouc/MultiCardFactory.java:<*>) ,1
